13.0	17.0	5.4615383	-31.2839	-34.5404	1.0625	76.46154	0.42114103	0.0	1.0	0.0	0.6666667	0.0	0.18181819	1.0	0.0	0.0
31.0	35.0	4.290323	-85.9729	-95.7633	1.3461539	228.54839	1.4462084	0.0	0.87096775	0.033333335	0.46666667	0.0	0.10344828	1.0	3.0	4.0
30.0	32.0	5.3333335	-99.3525	-76.4359	1.1428572	227.66667	2.516029	0.033333335	0.8	0.03448276	0.2413793	0.0	0.0	0.9259259	3.0	4.0
27.0	25.0	4.0740743	-73.917	-52.1437	1.1363636	423.1111	2.1092074	0.11111111	0.7777778	0.03846154	0.46153846	0.04	0.16	1.0	0.0	0.0
31.0	32.0	4.451613	-91.0917	-76.3911	1.1034483	344.4516	1.592015	0.032258064	0.9032258	0.06666667	0.3	0.0	0.0	0.9259259	3.0	3.0
18.0	19.0	4.5555553	-61.4487	-57.6367	1.0	127.72222	1.2733941	0.0	0.6666667	0.0	0.1764706	0.0	0.0	0.8333333	0.0	0.0
24.0	23.0	4.2083335	-80.2606	-63.8255	1.3529412	408.54166	2.9971087	0.041666668	0.7916667	0.0	0.3043478	0.0	0.0	0.9444444	4.0	4.0
26.0	25.0	4.1153846	-72.5611	-52.2252	1.25	446.30768	1.6061399	0.0	0.9230769	0.0	0.44	0.041666668	0.041666668	1.0	2.0	2.0
22.0	20.0	4.0	-61.9851	-51.0681	1.1111112	270.86365	2.0927308	0.0	0.90909094	0.0	0.42857143	0.0	0.1	1.0	3.0	3.0
33.0	31.0	4.181818	-86.8696	-78.6511	1.1923077	178.63637	0.9957129	0.030303031	0.8787879	0.0625	0.46875	0.0	0.09677419	0.96428573	2.0	2.0
25.0	25.0	4.24	-70.212	-48.9792	1.0869565	356.72	1.793906	0.0	0.96	0.083333336	0.29166666	0.04347826	0.0	1.0	2.0	2.0
32.0	34.0	3.6875	-103.804	-97.1295	1.2592592	291.4375	17.74555	0.0625	0.75	0.0	0.22580644	0.0	0.06666667	0.8148148	4.0	3.0
11.0	11.0	4.181818	-31.6204	-29.5235	1.0	139.09091	3.445583	0.0	0.72727275	0.0	0.4	0.0	0.11111111	0.90909094	0.0	0.0
18.0	17.0	3.3888888	-56.4295	-46.0294	1.1333333	264.27777	2.3083696	0.0	0.8888889	0.05882353	0.3529412	0.0625	0.0	1.0	3.0	3.0
21.0	24.0	3.857143	-55.7385	-53.0488	1.1428572	152.42857	1.7598932	0.0	0.8095238	0.0	0.35	0.0	0.05263158	0.84210527	2.0	2.0
18.0	19.0	3.6111112	-60.2221	-50.3642	1.117647	369.16666	17.641245	0.11111111	0.8333333	0.05882353	0.23529412	0.0	0.0625	1.0	2.0	2.0
6.0	10.0	7.0	-26.8704	-26.3108	1.25	56.5	1.2193915	0.0	0.8333333	0.0	0.2	0.0	0.0	1.0	0.0	0.0
12.0	15.0	5.6666665	-30.4842	-25.9924	1.25	102.666664	0.8617959	0.0	0.5833333	0.0	0.18181819	0.0	0.1	0.72727275	0.0	0.0
14.0	14.0	3.5	-33.1571	-28.404	1.0	206.21428	1.1517743	0.0	1.0	0.0	0.53846157	0.083333336	0.0	1.0	0.0	0.0
9.0	10.0	4.5555553	-22.0373	-23.6721	1.0	72.22222	10.652717	0.11111111	0.33333334	0.0	0.0	0.0	0.0	0.44444445	0.0	0.0
25.0	31.0	4.52	-75.1443	-88.7911	1.2916666	169.04	2.6111362	0.04	0.72	0.0	0.083333336	0.0	0.0	0.8095238	5.0	5.0
4.0	4.0	2.5	-12.371	-11.9465	1.0	140.25	2.746842	0.0	0.5	0.0	0.33333334	0.0	0.0	0.75	0.0	0.0
18.0	15.0	3.2222223	-53.47	-39.7403	1.0	444.22223	1.9092848	0.0	0.9444444	0.05882353	0.4117647	0.0	0.0625	1.0	2.0	2.0
28.0	26.0	4.357143	-67.3517	-64.4243	1.0	297.32144	1.2751777	0.0	0.96428573	0.0	0.5925926	0.03846154	0.07692308	0.96	2.0	2.0
43.0	48.0	4.116279	-127.465	-108.182	1.2307693	141.55814	2.7812593	0.0	0.8372093	0.071428575	0.26190478	0.024390243	0.07317073	0.8648649	4.0	4.0
19.0	17.0	4.263158	-43.4617	-46.5971	1.0	267.3158	1.4953141	0.0	0.7368421	0.0	0.22222222	0.0	0.0	0.7222222	2.0	2.0
17.0	15.0	3.8235295	-47.5155	-33.0218	1.0	244.29411	4.9001865	0.0	0.7647059	0.0	0.125	0.0	0.06666667	0.8235294	2.0	2.0
15.0	12.0	3.5333333	-33.6316	-32.4323	1.0909091	308.13333	2.3796563	0.0	0.73333335	0.0	0.2857143	0.0	0.15384616	0.71428573	3.0	3.0
15.0	15.0	3.0666666	-32.3299	-37.3974	1.25	189.8	2.3586385	0.0	0.8666667	0.071428575	0.35714287	0.0	0.15384616	0.8333333	3.0	3.0
7.0	6.0	4.428571	-18.3479	-20.6325	1.0	436.57144	1.2630656	0.0	0.71428573	0.0	0.33333334	0.0	0.2	0.85714287	0.0	0.0
18.0	17.0	3.0555556	-40.4692	-45.7349	1.0625	256.77777	1.9573542	0.0	0.7222222	0.0	0.23529412	0.0	0.0625	0.7777778	2.0	4.0
17.0	16.0	4.2941175	-59.7254	-30.2267	1.0666667	217.23529	6.6987495	0.11764706	0.64705884	0.0	0.125	0.0	0.0	0.7647059	2.0	2.0
40.0	37.0	3.95	-109.124	-95.0907	1.1935484	200.525	1.6250517	0.025	0.8	0.025641026	0.30769232	0.02631579	0.02631579	0.9117647	3.0	3.0
23.0	24.0	4.0	-63.6137	-60.8343	1.0909091	206.0	3.8321273	0.0	0.8695652	0.045454547	0.22727273	0.0	0.04761905	0.8636364	3.0	3.0
21.0	21.0	3.857143	-46.4905	-46.4856	1.05	415.85715	1.3479753	0.0	0.8095238	0.0	0.3	0.0	0.0	0.8	0.0	0.0
12.0	13.0	4.0833335	-41.256	-35.3096	1.0833334	140.08333	24.3091	0.16666667	0.6666667	0.0	0.09090909	0.0	0.0	0.8181818	0.0	0.0
43.0	46.0	4.255814	-114.706	-104.209	1.2777778	172.69768	1.2695259	0.0	0.9767442	0.0	0.5	0.024390243	0.17073171	1.0	3.0	3.0
17.0	19.0	4.882353	-49.0973	-45.5286	1.117647	155.23529	0.88150007	0.0	1.0	0.125	0.5	0.13333334	0.06666667	1.0	0.0	0.0
24.0	27.0	4.25	-62.2106	-57.071	1.08	255.75	1.3112255	0.041666668	0.875	0.0	0.5217391	0.0	0.045454547	0.95454544	2.0	2.0
54.0	55.0	4.351852	-162.902	-143.684	1.3414634	233.16667	7.19683	0.037037037	0.7962963	0.03773585	0.3207547	0.01923077	0.07692308	0.9285714	6.0	5.0
23.0	20.0	3.173913	-62.1386	-51.3749	1.1111112	409.82608	2.2557902	0.0	0.95652175	0.045454547	0.45454547	0.0	0.23809524	0.9411765	4.0	3.0
12.0	10.0	3.5833333	-32.1394	-31.4342	1.0	298.58334	0.9851871	0.0	1.0	0.09090909	0.54545456	0.0	0.1	1.0	0.0	0.0
22.0	20.0	3.8636363	-50.4086	-46.5643	1.0526316	409.27274	1.1219155	0.0	0.90909094	0.04761905	0.42857143	0.0	0.15	0.9	2.0	2.0
18.0	20.0	4.0555553	-63.858	-62.7565	1.25	186.22223	6.3800416	0.0	0.8333333	0.0	0.3529412	0.0	0.0	0.9411765	5.0	5.0
8.0	7.0	3.375	-30.7916	-17.778	1.0	179.875	3.5044909	0.0	1.0	0.0	0.14285715	0.0	0.0	1.0	3.0	2.0
26.0	27.0	4.0384617	-83.4	-78.3	1.08	238.84616	10.814513	0.03846154	0.7692308	0.0	0.16	0.041666668	0.041666668	0.84615386	4.0	5.0
29.0	27.0	3.724138	-89.4652	-54.4592	1.125	178.03448	19.94991	0.0	0.86206895	0.035714287	0.2857143	0.037037037	0.14814815	0.88461536	3.0	3.0
23.0	28.0	4.304348	-66.1661	-49.8419	1.1666666	397.82608	1.47001	0.0	0.95652175	0.09090909	0.36363637	0.04761905	0.0952381	0.95238096	3.0	3.0
37.0	34.0	4.027027	-95.0608	-81.8276	1.0625	328.43243	1.4006374	0.027027028	0.8648649	0.027777778	0.3611111	0.0	0.028571429	0.8787879	3.0	3.0
28.0	32.0	4.357143	-80.4774	-72.2235	1.1034483	308.82144	1.3063757	0.035714287	0.89285713	0.037037037	0.44444445	0.0	0.115384616	1.0	2.0	2.0
22.0	23.0	4.6363635	-57.1806	-51.7476	1.0454545	254.40909	1.5420899	0.045454547	0.77272725	0.0	0.33333334	0.05	0.05	0.85	0.0	0.0
11.0	11.0	3.1818182	-34.0505	-30.212	1.0	136.81818	2.1380873	0.09090909	0.72727275	0.0	0.2	0.0	0.0	0.8181818	2.0	2.0
35.0	38.0	4.142857	-98.5549	-81.2801	1.1875	256.48572	17.086906	0.0	0.82857144	0.029411765	0.2647059	0.030303031	0.030303031	0.84375	3.0	3.0
22.0	23.0	4.409091	-52.3945	-66.5969	1.0952381	198.90909	1.1156453	0.0	0.90909094	0.0	0.5714286	0.0	0.25	0.95	2.0	2.0
13.0	15.0	3.5384614	-36.6486	-36.1524	1.1538461	120.46154	1.6156226	0.0	0.9230769	0.0	0.41666666	0.0	0.0	0.9230769	2.0	2.0
20.0	22.0	4.6	-65.8434	-54.2184	1.1	136.45	1.9689182	0.0	0.8	0.0	0.36842105	0.055555556	0.0	0.8888889	3.0	4.0
10.0	10.0	3.5	-21.9784	-25.7627	1.0	168.8	0.8570879	0.0	1.0	0.0	0.7777778	0.125	0.5	1.0	0.0	0.0
36.0	42.0	4.4166665	-108.196	-98.2785	1.3125	147.41667	1.5140685	0.0	0.9444444	0.057142857	0.4	0.029411765	0.0882353	1.0	3.0	3.0
15.0	14.0	3.4666667	-41.3003	-29.3412	1.0	298.06668	1.0485423	0.0	1.0	0.071428575	0.5	0.15384616	0.07692308	1.0	0.0	0.0
19.0	18.0	3.631579	-48.0305	-44.3189	1.2	451.57895	2.0824509	0.0	0.8947368	0.0	0.44444445	0.05882353	0.05882353	0.875	3.0	3.0
27.0	26.0	4.185185	-79.983	-61.8569	1.2380953	279.14816	1.4438382	0.0	0.962963	0.0	0.26923078	0.0	0.0	0.95652175	3.0	3.0
8.0	7.0	4.0	-25.404	-18.5928	1.0	463.0	1.2969073	0.0	1.0	0.14285715	0.2857143	0.0	0.0	1.0	0.0	0.0
27.0	29.0	4.2222223	-73.6004	-63.6009	1.1153846	460.37036	1.8756043	0.037037037	0.8518519	0.03846154	0.34615386	0.0	0.08	0.8636364	3.0	3.0
8.0	7.0	5.5	-26.3808	-13.981	1.0	397.125	1.3256569	0.0	0.875	0.0	0.0	0.0	0.0	0.875	0.0	0.0
31.0	29.0	4.2580647	-87.509	-66.061	1.2083334	320.48386	2.1238248	0.0	0.87096775	0.0	0.4	0.0	0.10344828	0.96428573	3.0	3.0
8.0	8.0	4.375	-32.5503	-26.8784	1.0	96.875	1.6902764	0.0	1.0	0.0	0.14285715	0.0	0.0	1.0	0.0	0.0
19.0	18.0	3.8947368	-58.3278	-44.4375	1.0588236	204.21053	1.5049568	0.05263158	0.7368421	0.055555556	0.2777778	0.05882353	0.05882353	0.8333333	0.0	0.0
17.0	18.0	5.470588	-47.7988	-41.1725	1.0	126.0	1.3895208	0.0	0.8235294	0.0	0.375	0.0	0.2	0.875	2.0	2.0
15.0	15.0	3.5333333	-45.7093	-42.6928	1.1538461	342.46667	1.7307864	0.0	0.93333334	0.0	0.5	0.0	0.0	1.0	0.0	0.0
23.0	21.0	4.4347825	-55.0487	-46.0889	1.0	346.21738	1.4209557	0.04347826	0.73913044	0.0	0.27272728	0.0	0.0952381	0.8636364	2.0	2.0
14.0	16.0	4.428571	-39.096	-40.6178	1.0	247.78572	1.1713284	0.0	1.0	0.0	0.23076923	0.0	0.083333336	1.0	0.0	0.0
8.0	7.0	2.625	-24.117	-15.4008	1.0	709.5	1.669857	0.0	1.0	0.14285715	0.42857143	0.0	0.0	1.0	0.0	0.0
9.0	9.0	5.5555553	-20.6508	-17.7301	1.0	124.0	0.797598	0.0	0.6666667	0.0	0.125	0.0	0.0	0.7777778	0.0	0.0
15.0	16.0	5.4	-38.7251	-33.4816	1.0	163.93333	1.075334	0.0	0.73333335	0.0	0.21428572	0.0	0.0	0.85714287	0.0	0.0
